equation_id,name,rrc_shape,status,distance,top_axes,missing_or_weak_axes,source_path,domain_type,bind_class,equation
math_model_map:10,MoE_Predictor_Distribution,SignalShapedRouteCompiler,HOLD,0.234956,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,P_w(x_i|x_{<i}) = Σ_{j=1}^{k} w_j · P_{m_j}(x_i|x_{<i})
math_model_map:11,Pressure_Piling,CognitiveLoadField,HOLD,0.256022,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_E_VERIFICATION,thermodynamic_bind,P(i) = P₀ · χ^i (χ ≈ 1.63)
math_model_map:12,Hugoniot_Temperature,CognitiveLoadField,HOLD,0.256318,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,T_peak = T₀ · (P_peak/P₀)^0.65
math_model_map:13,Pressure_Ionization,CognitiveLoadField,HOLD,0.259238,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,α(P) = 1 - exp(-k(P - P_MIT))
math_model_map:14,Energy_Recovery_Efficiency,CognitiveLoadField,HOLD,0.255475,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_E_VERIFICATION,thermodynamic_bind,η_net = (W_rec - W_erasure) / W_in; W_erasure ≥ k_B·T·ln2 per bit
math_model_map:15,Q_Factor,CognitiveLoadField,CANDIDATE,0.221733,projection_declared;semantic_entropy;shape_closure;witness_declared,,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_E_VERIFICATION,thermodynamic_bind,Q = (E_flash + E_enthalpy + E_recovered - W_demon) / (E_work + E_loss) > 1.0
math_model_map:16,Coupling_Weight,ProjectableGeometryTopology,HOLD,0.288723,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,GWL Rotation
math_model_map:17,Rotational_Alignment,ProjectableGeometryTopology,HOLD,0.290188,projection_declared;geometric_mass;semantic_entropy;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,g = cos(Δθ·2π/16) · cos(Δφ·π/8) · (1 - 2|χ_i - χ_j|)
math_model_map:18,Spatial_Proximity,ProjectableGeometryTopology,HOLD,0.29059,projection_declared;semantic_entropy;geometric_mass;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,h = exp(-|Δp|²/(2σ²)) · 1_{|Δp|<r_max}
math_model_map:19,Interaction_Force,ProjectableGeometryTopology,HOLD,0.270688,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_H_ALGEBRA,geometric_bind,F_ij = w_ij · (a_j - a_i) · Δp_ij / |Δp_ij|
math_model_map:20,Energy_Function,ProjectableGeometryTopology,HOLD,0.281222,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,geometric_bind,"E(f) = -½ Σ_{i,j} w_ij · a_i · a_j + Σ_i V(a_i)"
math_model_map:21,Frame_Evolution_Discrete,ProjectableGeometryTopology,HOLD,0.288392,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_H_ALGEBRA,geometric_bind,"θ_i(t+1) = θ_i(t) + α_θ·F_{i,θ} + ξ_θ"
math_model_map:22,Frame_Evolution_Continuous,ProjectableGeometryTopology,HOLD,0.292567,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_H_ALGEBRA,geometric_bind,df_i/dt = -α ∇_{f_i} E(f) + ξ(t)
math_model_map:23,Energy_Monotonicity_Theorem,ProjectableGeometryTopology,HOLD,0.292854,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_H_ALGEBRA,geometric_bind,dE/dt = -α Σ_i |∇_{f_i} E|² ≤ 0
math_model_map:24,Temporal_Weight,ProjectableGeometryTopology,HOLD,0.288723,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,w_ij^(τ) = cos(2π(τ_j - τ_i)/16)
math_model_map:25,Complete_Weight_5Factor,ProjectableGeometryTopology,HOLD,0.291436,projection_declared;semantic_entropy;geometric_mass;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,w_ij = cos(Δθ·22.5°)·cos(Δφ·22.5°)·cos(2πΔτ/16)·(1-2|Δχ|)·exp(-|Δp|²/2σ²)
math_model_map:26,Temporal_Force,ProjectableGeometryTopology,HOLD,0.271047,projection_declared;geometric_mass;witness_declared;semantic_entropy,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,F_ij^(τ) = w_ij^(τ) · (a_j - a_i) · sgn(τ_j - τ_i)
math_model_map:27,Temporal_Evolution,ProjectableGeometryTopology,HOLD,0.289068,projection_declared;geometric_mass;witness_declared;semantic_entropy,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,"τ_i(t+1) = τ_i(t) + α_τ·F_{i,τ} + ω₀"
math_model_map:28,Temporal_Stability,ProjectableGeometryTopology,HOLD,0.289068,projection_declared;geometric_mass;witness_declared;semantic_entropy,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_D_INVARIANTS,geometric_bind,"d/dt(τ_j - τ_i) = 0 for all i,j"
math_model_map:29,Temporal_Entropy,ProjectableGeometryTopology,HOLD,0.29059,projection_declared;semantic_entropy;geometric_mass;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,H_τ = -Σ_{k=0}^{15} p(τ=k) log₂ p(τ=k)
math_model_map:30,Mu_Seed_Cardinality,ProjectableGeometryTopology,HOLD,0.291006,projection_declared;semantic_entropy;geometric_mass;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_D_INVARIANTS,geometric_bind,"|S_μ| = 8×8×16×16×8×8×2×16×8×4 = 8,589,934,592 ≈ 2^33"
math_model_map:31,Fractal_Occupancy,ProjectableGeometryTopology,HOLD,0.292337,projection_declared;semantic_entropy;geometric_mass;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_D_INVARIANTS,geometric_bind,|P_occ| = ρ_occ · N^{d_H} (d_H ≈ 2.7268)
math_model_map:32,Total_Formal_State_Space,ProjectableGeometryTopology,HOLD,0.289427,projection_declared;geometric_mass;semantic_entropy;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,geometric_bind,"|S_total| ≈ 2^{5,900,000}"
math_model_map:33,Reachable_State_Space,SignalShapedRouteCompiler,HOLD,0.246118,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,geometric_bind,|S_reachable| ≈ |S_total| / 10^{29}
math_model_map:34,Wave_Packet_State,ProjectableGeometryTopology,HOLD,0.288392,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,"P = (ΔV, Δt, π, τ, χ, C, A)"
math_model_map:35,Throat_Condition,ProjectableGeometryTopology,HOLD,0.288392,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_BRAID,geometric_bind,"T_throat = {(i,j) | Φ_topo(i,j) >> Φ_metric(i,j)}"
math_model_map:36,Multi_Factor_Coupling_Weight,ProjectableGeometryTopology,HOLD,0.288076,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_BRAID,geometric_bind,w_ij = w_p · w_π · w_τ · w_χ · w_topo · w_σ
math_model_map:37,Holonomy_Accumulation,ProjectableGeometryTopology,HOLD,0.288076,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_BRAID,geometric_bind,Hol(γ_loop) = ∮_γ T(p) dp
math_model_map:38,Non_Euclidean_Distance,ProjectableGeometryTopology,HOLD,0.271543,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,d_N = path_length(γ_ij) + curvature_penalty(κ) + torsion_cost(T); d_T = d_E + λ_N·d_N
math_model_map:39,Trixal_Axes,CognitiveLoadField,HOLD,0.25882,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,"TrixalAxes = (thermal, work, irreversibility), each ∈ [0,1]; |axes| = √(th² + w² + ir²)"
math_model_map:40,Shannon_Entropy,CognitiveLoadField,HOLD,0.259671,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,"H = -Σ_b p(b) log₂ p(b), where p(b)=count(b)/len"
math_model_map:41,Kolmogorov_Estimate,CognitiveLoadField,HOLD,0.261553,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,K_est = (8 - H) / 8
math_model_map:42,Thermodynamic_Entropy,CognitiveLoadField,HOLD,0.260119,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,S_thermo = H + K_est · 0.1
math_model_map:43,Entropy_Gradient,CognitiveLoadField,HOLD,0.260119,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_H_ALGEBRA,thermodynamic_bind,dS/dt = (S_current - S_previous) / Δt
math_model_map:44,Mutual_Information_Extracted,SignalShapedRouteCompiler,HOLD,0.236532,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,thermodynamic_bind,MI = H_initial - H_current
math_model_map:45,Carnot_Efficiency,CognitiveLoadField,HOLD,0.25882,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,thermodynamic_bind,η_Carnot = 1 - T_cold / T_hot
math_model_map:46,Work_Extraction,CognitiveLoadField,HOLD,0.255474,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,thermodynamic_bind,W_actual = Q_absorbed · η_Carnot · 0.7
math_model_map:47,Irreversibility_Metric,CognitiveLoadField,HOLD,0.26106,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,score = (entropy_production + path_asymmetry + time_reversal_violation) / 3
math_model_map:48,Thermodynamic_Length,CognitiveLoadField,HOLD,0.25882,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,thermodynamic_bind,L_thermo = Σ_i distance_i · (1 + irreversibility_i)
math_model_map:49,Thermodynamic_Depth,CognitiveLoadField,HOLD,0.261553,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,depth = entropy_production · ln(time_steps)
math_model_map:50,Stamp_Code,LogogramProjection,HOLD,0.202394,projection_declared;witness_declared;shape_closure;proof_readiness,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,thermodynamic_bind,SHA256(axes || traj_hash || hardware_entropy || timing_jitter || process_nonce)
math_model_map:51,Arrhenius_Temperature_Factor,CognitiveLoadField,HOLD,0.251579,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,AF = exp(E_a / (k_B · T))
math_model_map:52,Blacks_Equation_EM,CognitiveLoadField,HOLD,0.250302,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,EM_risk = J^n · exp(E_a / (k_B · T)) / 10^{12}
math_model_map:53,Coffin_Manson_Fatigue,CognitiveLoadField,CANDIDATE,0.221733,projection_declared;semantic_entropy;shape_closure;witness_declared,,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,"CM_damage = (ΔT / ΔT_threshold)^m · 10^{-8}, m≈1.9"
math_model_map:54,Landauer_Limit,SignalShapedRouteCompiler,HOLD,0.23706,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,thermodynamic_bind,W_erasure ≥ k_B · T · ln(2) ≈ 2.87e-21 J/bit at 300K
math_model_map:55,Entropy_Generation_Rate,CognitiveLoadField,HOLD,0.257657,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_E_VERIFICATION,thermodynamic_bind,dS/dt = power_dissipation / (k_B · T · ln 2) [bits/s]
math_model_map:56,BitFlip_Gradient_5D,CognitiveLoadField,HOLD,0.250417,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_D_INVARIANTS,thermodynamic_bind,|G| = (D1/120 + D2/5000 + D3/1000 + D4/100 + D5/5000) / 5
math_model_map:57,SEU_BitFlip_Rate,CognitiveLoadField,HOLD,0.24942,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,BFR = ε_SEU · 2^{(T-25)/10} · (1 + V_jitter/1000) · 3600 [flips/hr]
math_model_map:58,Stress_Decay,CognitiveLoadField,HOLD,0.25882,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,stress(t) = stress_0 · e^{-t/300} + intensity · (1 - e^{-t/300})
math_model_map:59,Remaining_Useful_Life,CognitiveLoadField,HOLD,0.25078,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,thermodynamic_bind,RUL = MTBF / (AF · (1 + fatigue·0.01 + thermal_fatigue·0.1))
math_model_map:60,Homeostatic_Stress_Injection,CognitiveLoadField,HOLD,0.25882,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_E_VERIFICATION,thermodynamic_bind,"surprise = -ln(margin), margin = 1 - stress_magnitude; regret = max(0, stress - 0.5)"
math_model_map:61,Exact_Int_to_FP_Cast,CognitiveLoadField,HOLD,0.259238,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_D_INVARIANTS,thermodynamic_bind,int_bits ≤ fp_mantissa_bits + 1 (signed) or ≤ fp_mantissa_bits + 1 (unsigned)
math_model_map:62,Safe_Narrowing_Proof,CognitiveLoadField,HOLD,0.26106,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_D_INVARIANTS,thermodynamic_bind,"can_safely_narrow(src_bits, signed, dst_mantissa) → bool"
math_model_map:63,RISCV_Instruction_Latency,CognitiveLoadField,HOLD,0.258417,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_D_INVARIANTS,thermodynamic_bind,"fdiv.d=33, fdiv.s=19 → penalty=0.737; fadd.d=4, fadd.s=4 → penalty=0.0"
math_model_map:64,Photon_Energy,CognitiveLoadField,HOLD,0.257657,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,physical_bind,E = hc/λ = 1.2398 / λ_μm [eV]
math_model_map:65,Subband_Spacing,CognitiveLoadField,HOLD,0.260582,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,physical_bind,"ΔE = E_upper - E_lower; E_upper=hc/λ_min, E_lower=hc/λ_max"
math_model_map:66,Cascade_Gain,CognitiveLoadField,HOLD,0.249496,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,physical_bind,G = photons_per_e⁻ × n_wells; photons_per_e⁻ = ⌊E_electron / ΔE⌋
math_model_map:67,Temperature_Tuning,CognitiveLoadField,HOLD,0.257657,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,physical_bind,λ(T) = λ₀ + α · (T - T₀); α=5e-6 /K (GaAs/AlGaAs)
math_model_map:68,Injection_Efficiency,CognitiveLoadField,HOLD,0.257657,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,physical_bind,"η = (0.5 + window_bonus) · spacing_eff · (1 - stress_penalty); clamped to [0,1]"
math_model_map:69,Atmospheric_Windows,CognitiveLoadField,HOLD,0.258417,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,physical_bind,"Windows: (3,5), (8,12), (16,20) μm; transmission=1.0 inside, exp(-dist·0.5) outside"
math_model_map:70,Tuning_Range,CognitiveLoadField,HOLD,0.257299,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_G_ENERGY,physical_bind,"ν = 10⁴/λ [cm⁻¹]; DFB: ±7.5 cm⁻¹, EC: ±200 cm⁻¹; λ_min=10⁴/ν_max, λ_max=10⁴/ν_min"
math_model_map:71,Mutual_Information_Signal,SignalShapedRouteCompiler,HOLD,0.222839,projection_declared;witness_declared;shape_closure;compression_pressure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,MI(x) = baseline_bpb(x) - actual_bpb(x)
math_model_map:72,kNN_MI_Prediction,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.282379,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,informational_bind,MI_pred = Σ_i (w_i · MI_i · S_i) / Σ_i (w_i · S_i); w_i = 1/(d_i + ε)
math_model_map:73,Surprise_Metric,ProjectableGeometryTopology,HOLD,0.288392,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,informational_bind,surprise = log(1 + |MI_actual - MI_predicted|)
math_model_map:74,Structure_Yield,SignalShapedRouteCompiler,HOLD,0.245865,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_A_COMPRESSION,informational_bind,ρ(x) = MI(x) / (cost(x) + ε)
math_model_map:75,Weighted_Feature_Distance,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.281874,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_B_ROUTING,informational_bind,"d(z₁,z₂) = √Σ_i w_i · ((z₁_i - z₂_i) / s_i)²"
math_model_map:76,DAG_Force_Equilibrium,CadForceProbeReceipt,HOLD,0.280052,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_BRAID,geometric_bind,Σ F_in = Σ F_out at every node
math_model_map:77,Constitutive_Law,CadForceProbeReceipt,HOLD,0.294433,projection_declared;witness_declared;semantic_entropy;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_BRAID,geometric_bind,σ = C : ε; ε = ½(∇u + ∇u^T)
math_model_map:78,DAG_Global_Validity,ProjectableGeometryTopology,HOLD,0.2697,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_BRAID,geometric_bind,V(G) = ∧_{v∈V} (ΣF_in = ΣF_out)
math_model_map:79,Cosine_Similarity,ProjectableGeometryTopology,HOLD,0.288723,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_K_SIGNAL,geometric_bind,cos = x · x_ref / (‖x‖ · ‖x_ref‖)
math_model_map:80,Gradient_Alignment,ProjectableGeometryTopology,HOLD,0.288392,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_K_SIGNAL,geometric_bind,alignment = ∇g_i · ∇g_j / (‖∇g_i‖ · ‖∇g_j‖)
math_model_map:81,Phase_Accumulation,ProjectableGeometryTopology,HOLD,0.288076,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_K_SIGNAL,geometric_bind,phase += Σ y · dx
math_model_map:82,Metric_Tensor_From_Circumferences,ProjectableGeometryTopology,HOLD,0.290188,projection_declared;geometric_mass;semantic_entropy;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,"g_tt = M², g_tp = 0, g_pp = (N·cos(θ))²; a=C_eq/(2π), c=C_mer/(2π), f=(a-c)/a, e²=2f-f², N=a/√(1-e²sin²θ), M=a(1-e²)/(1-e²sin²θ)^(3/2)"
math_model_map:83,Line_Element,ProjectableGeometryTopology,HOLD,0.287773,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,ds² = g_tt·dθ² + 2·g_tp·dθ·dφ + g_pp·dφ²
math_model_map:84,Christoffel_Symbols_2D,ProjectableGeometryTopology,HOLD,0.289427,projection_declared;geometric_mass;semantic_entropy;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,Gamma^k_ij = ½·g^kl·(∂_i g_jl + ∂_j g_il - ∂_l g_ij)
math_model_map:85,Geodesic_Step_Symplectic_Euler,ProjectableGeometryTopology,HOLD,0.290188,projection_declared;geometric_mass;semantic_entropy;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,a^θ = -(Gamma^θ_tt·v_θ² + 2·Gamma^θ_tp·v_θ·v_φ + Gamma^θ_pp·v_φ²); v' = v + a·dt; x' = x + v'·dt
math_model_map:86,Stereographic_Chart_Transition,ProjectableGeometryTopology,HOLD,0.290188,projection_declared;geometric_mass;semantic_entropy;witness_declared,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,"u = 2·tan(θ/2)·cos(φ), v = 2·tan(θ/2)·sin(φ); θ = 2·atan(√(u²+v²)/2), φ = atan2(v,u); select when |cos(θ)| < 0.01"
math_model_map:87,Chirality_Algebra,ProjectableGeometryTopology,HOLD,0.288392,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,"D+D→D, L+L→L, D+L→W(COLLAPSE→W); chiralityToTernary: D→Active, L→Active, W→Latent"
math_model_map:88,BLINK_GATE_Ternary_Clock,CognitiveLoadField,CANDIDATE,0.21559,projection_declared;semantic_entropy;shape_closure;witness_declared,,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,control_bind,"φ = (τ mod T)/T, T=942/1000; ternary: φ<1/3→Q, φ<2/3→A, else L; φ' = (φ+1/4) mod 1 if surprise>threshold"
math_model_map:89,Geodesic_Step_Verlet,ProjectableGeometryTopology,HOLD,0.288076,projection_declared;geometric_mass;witness_declared;shape_closure,scale_band_declared;negative_control_strength,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_C_TOPOLOGY,geometric_bind,Same acceleration as M85 + Verlet velocity update + chart transition check
math_model_map:90,Waveprobe_Risk_Function,CognitiveLoadField,HOLD,0.273853,projection_declared;semantic_entropy;witness_declared;shape_closure,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_F_CONTROL,control_bind,"risk(s) = (1 + γ·(1-cos(θ)))/d² + η·h; γ=3, η=0.8"
math_model_map:91,Waveprobe_Heat_Evolution,CognitiveLoadField,HOLD,0.25882,projection_declared;witness_declared;shape_closure;semantic_entropy,scale_band_declared,3-Mathematical-Models/MATH_MODEL_MAP.tsv,LAYER_F_CONTROL,control_bind,"h' = α·h + β·a; α=0.95, β=0.2"
extracted_md:0,extracted_md_equation_0,HoldForUnlawfulOrUnderspecifiedShape,HOLD,0.285005,projection_declared;witness_declared;shape_closure;residual_risk,scale_band_declared,3-Mathematical-Models/extracted_equations.md,,,a_μ = (|g| - 2) / 2 = 0.001165920705(114)
